Date,AZO,BKNG,CMG,NVR,ORLY
2001-08-29,502000,453817,,56700,249400
2001-08-30,890000,307317,,38400,256400
2001-08-31,733100,235667,,44800,242200
2001-09-04,795000,405967,,67500,949200
2001-09-05,1060900,662383,,117500,762600
2001-09-06,1103200,681700,,87500,393200
2001-09-07,1395900,357267,,148200,659200
2001-09-10,1052100,559017,,97900,2032000
2001-09-17,1300400,3415817,,100300,738400
2001-09-18,1897400,3499767,,121400,1800000
2001-09-19,2373500,2789117,,72700,1623600
2001-09-20,2231200,1959617,,138300,563000
2001-09-21,2377900,924450,,131800,1255000
2001-09-24,1668500,1450300,,122200,571200
2001-09-25,2544500,1135550,,80600,620600
2001-09-26,2409400,1375850,,49900,514600
2001-09-27,2352100,984233,,78800,954600
2001-09-28,2200300,917083,,93300,1135200
2001-10-01,1908100,668267,,59200,1209600
2001-10-02,2238000,689867,,71100,866200
2001-10-03,2079600,1611900,,105900,780000
2001-10-04,1981300,787433,,92000,1115800
2001-10-05,2192200,463017,,118600,592400
2001-10-08,1151300,412433,,140900,674200
2001-10-09,2015200,143417,,41200,676400
2001-10-10,1672300,554417,,60200,982600
2001-10-11,1628600,673650,,105300,947400
2001-10-12,1165300,360833,,60800,1037400
2001-10-15,926800,171083,,63100,493800
2001-10-16,1407500,557217,,129800,855400
2001-10-17,1926600,507550,,100500,597200
2001-10-18,1185000,325067,,36700,1382200
2001-10-19,1504500,238417,,50600,928600
2001-10-22,1346800,153983,,56300,1427000
2001-10-23,1581700,473733,,102100,1098000
2001-10-24,1110900,529333,,71600,1505000
2001-10-25,1263700,385650,,110500,1144600
2001-10-26,1395800,1020517,,56500,1036000
2001-10-29,1641900,651300,,37300,350400
2001-10-30,1345000,421600,,65700,868200
2001-10-31,2181700,485333,,88000,977400
2001-11-01,971000,732017,,97800,2014800
2001-11-02,888400,726100,,78500,1703800
2001-11-05,1058900,516400,,58400,868800
2001-11-06,2043500,393333,,49300,550200
2001-11-07,1029300,321217,,82600,1098200
2001-11-08,1741000,449800,,78800,3760400
2001-11-09,1130600,258150,,42200,907600
2001-11-12,943500,703183,,32800,724600
2001-11-13,1108400,284183,,89400,1504600
2001-11-14,1566600,799967,,63800,3226800
2001-11-15,1273800,267150,,74900,2674000
2001-11-16,1751300,909317,,54000,1517200
2001-11-19,1100500,612500,,100200,487400
2001-11-20,973900,307983,,25800,629600
2001-11-21,558300,251367,,31000,611200
2001-11-23,202000,88383,,17800,114000
2001-11-26,604900,356500,,52600,412000
2001-11-27,712700,720200,,101500,679000
2001-11-28,619100,259700,,64200,473400
2001-11-29,887300,211533,,75600,516200
2001-11-30,656400,764617,,156000,808000
2001-12-03,763000,226717,,86300,541800
2001-12-04,852300,377733,,61600,775800
2001-12-05,9469900,520550,,148600,5538600
2001-12-06,4733000,298800,,137300,2007000
2001-12-07,1744400,491483,,46600,667200
2001-12-10,1664600,391817,,31700,701600
2001-12-11,1667400,1438350,,44600,1063800
2001-12-12,1523100,933917,,86700,773000
